"Okrążenia","Czas","Łączny czas","Dystans","Średnie tempo","Średnie tętno","Maksymalne tętno","Wzrost wysokości","Spadek wysokości","Średni rytm biegu","Średnia długość kroku","Kalorie","Najlepsze tempo","Maksymalny rytm biegu","Czas ruchu","Średnie tempo ruchu"
"1","3:37.4","3:37.4","1.05","3:28","132","153","20","16","167","1.73","41","3:25","178","3:36","3:26"
"2","3:39.1","7:16.4","1.06","3:28","137","160","18","27","167","1.73","43","3:17","168","3:39","3:27"
"3","3:39.9","10:56","1.06","3:27","137","143","29","19","167","1.74","43","3:18","170","3:39.9","3:27"
"4","3:37.3","14:34","1.05","3:28","159","172","18","28","167","1.73","54","3:21","170","3:37","3:27"
"5","3:35.0","18:09","1.04","3:26","164","171","28","19","169","1.72","56","3:18","172","3:35.0","3:26"
"6","3:37.7","21:46","1.05","3:28","165","170","17","27","169","1.71","57","3:26","172","3:37.7","3:28"
"7","3:38.0","25:24","1.04","3:30","164","166","27","18","169","1.69","56","3:26","172","3:38","3:30"
"8","3:35.3","29:00","1.05","3:25","167","176","17","26","169","1.73","56","3:18","171","3:35","3:25"
"9","0:03.3","29:03","0.02","2:45","166","167","--","--","168","2.17","1","3:17","168","0:03","2:31"
"Podsumowanie","29:03","29:03","8.41","3:27","153","176","174","180","168","1.72","407","3:17","178","29:01","3:27"